id,customer_id,identifier_type,identifier_value,confidence_score,source_channel,is_verified,verified_at
46,60566ea1-f6f4-4611-90ce-4c3a7c574a24,email,zpastor@example.com,1.0,email,True,2025-06-14 13:50:49.063973
47,60566ea1-f6f4-4611-90ce-4c3a7c574a24,phone,0800-218-9764,0.95,whatsapp,True,2025-08-28 13:50:49.063983
48,60566ea1-f6f4-4611-90ce-4c3a7c574a24,facebook_id,fb_850401,0.85,facebook,False,
49,1dc1de97-d46d-4dd4-aff0-45a358b33607,email,ycassiano@example.org,1.0,email,True,2025-08-24 13:50:49.063987
50,1dc1de97-d46d-4dd4-aff0-45a358b33607,phone,(021) 5172-1179,0.95,whatsapp,True,2025-09-04 13:50:49.063989
51,1dc1de97-d46d-4dd4-aff0-45a358b33607,facebook_id,fb_788073,0.85,facebook,False,
52,fcab9c62-5bc0-4ece-b641-ca42463379c4,email,carvalhoclarice@example.org,1.0,email,True,2025-06-14 13:50:49.063992
53,fcab9c62-5bc0-4ece-b641-ca42463379c4,phone,31 5558 4235,0.95,whatsapp,True,2025-09-30 13:50:49.063994
54,fcab9c62-5bc0-4ece-b641-ca42463379c4,facebook_id,fb_864616,0.85,facebook,False,
55,a44bf349-d1c1-46d1-9423-2e794054f14d,email,dom17@example.org,1.0,email,True,2025-10-13 13:50:49.063997
56,a44bf349-d1c1-46d1-9423-2e794054f14d,phone,61 3266-6162,0.95,whatsapp,True,2025-11-06 13:50:49.063999
57,a44bf349-d1c1-46d1-9423-2e794054f14d,facebook_id,fb_106226,0.85,facebook,False,
58,8b9cb984-f7a6-4092-966b-452543f53453,email,da-luzjosue@example.net,1.0,email,True,2025-11-12 13:50:49.064002
59,8b9cb984-f7a6-4092-966b-452543f53453,phone,(011) 8429-4263,0.95,whatsapp,True,2025-10-11 13:50:49.064004
60,8b9cb984-f7a6-4092-966b-452543f53453,facebook_id,fb_272919,0.85,facebook,False,
61,0ec502de-fdc6-4364-936c-fbccebb8ca44,email,snovaes@example.org,1.0,email,True,2025-06-27 13:50:49.064010
62,0ec502de-fdc6-4364-936c-fbccebb8ca44,phone,(081) 1062 8437,0.95,whatsapp,True,2025-12-07 13:50:49.064016
63,0ec502de-fdc6-4364-936c-fbccebb8ca44,facebook_id,fb_585981,0.85,facebook,False,
64,93d8df7b-911a-4a24-ab62-4e6028ecd0d7,email,ana-julia26@example.net,1.0,email,True,2025-07-01 13:50:49.064019
65,93d8df7b-911a-4a24-ab62-4e6028ecd0d7,phone,(061) 7173 6452,0.95,whatsapp,True,2025-08-25 13:50:49.064021
66,93d8df7b-911a-4a24-ab62-4e6028ecd0d7,facebook_id,fb_525873,0.85,facebook,False,
67,79015ff4-e2d7-4b12-8d25-bf7381d13b80,email,samateus@example.net,1.0,email,True,2025-10-07 13:50:49.064024
68,79015ff4-e2d7-4b12-8d25-bf7381d13b80,phone,+55 (061) 9949-5649,0.95,whatsapp,True,2025-08-17 13:50:49.064027
69,79015ff4-e2d7-4b12-8d25-bf7381d13b80,facebook_id,fb_525831,0.85,facebook,False,
70,ae129e04-36b4-4a7a-ba45-6079d3781943,email,nsa@example.com,1.0,email,True,2025-08-07 13:50:49.064029
71,ae129e04-36b4-4a7a-ba45-6079d3781943,phone,+55 (031) 7559 5208,0.95,whatsapp,True,2025-09-23 13:50:49.064031
72,ae129e04-36b4-4a7a-ba45-6079d3781943,facebook_id,fb_178699,0.85,facebook,False,
73,fc6cd42e-7196-4bd7-8b2e-82122a257c1d,email,benjamim29@example.net,1.0,email,True,2025-11-22 13:50:49.064037
74,fc6cd42e-7196-4bd7-8b2e-82122a257c1d,phone,51 5728 1538,0.95,whatsapp,True,2025-06-20 13:50:49.064039
75,fc6cd42e-7196-4bd7-8b2e-82122a257c1d,facebook_id,fb_229032,0.85,facebook,False,
76,43c18b6e-c318-4e5b-9bef-c64518ea8609,email,pintoheloisa@example.net,1.0,email,True,2025-06-30 13:50:49.064044
77,43c18b6e-c318-4e5b-9bef-c64518ea8609,phone,(061) 2219-1646,0.95,whatsapp,True,2025-11-16 13:50:49.064046
78,43c18b6e-c318-4e5b-9bef-c64518ea8609,facebook_id,fb_477362,0.85,facebook,False,
79,fe10967e-1718-4edc-88a8-ababd828b233,email,joaoda-conceicao@example.com,1.0,email,True,2025-07-05 13:50:49.064070
80,fe10967e-1718-4edc-88a8-ababd828b233,phone,+55 61 5736-4309,0.95,whatsapp,True,2025-10-01 13:50:49.064073
81,fe10967e-1718-4edc-88a8-ababd828b233,facebook_id,fb_596393,0.85,facebook,False,
82,6ff6e731-e40d-4480-9821-8c4c5ff41471,email,vitor-gabrielda-cunha@example.net,1.0,email,True,2025-10-24 13:50:49.064076
83,6ff6e731-e40d-4480-9821-8c4c5ff41471,phone,(081) 9205-4503,0.95,whatsapp,True,2025-10-27 13:50:49.064077
84,6ff6e731-e40d-4480-9821-8c4c5ff41471,facebook_id,fb_719697,0.85,facebook,False,
85,3d656a0b-1434-49c0-a5d1-06cebe42ef71,email,valentina35@example.com,1.0,email,True,2025-07-30 13:50:49.064081
86,3d656a0b-1434-49c0-a5d1-06cebe42ef71,phone,+55 61 3717-2064,0.95,whatsapp,True,2025-09-07 13:50:49.064083
87,3d656a0b-1434-49c0-a5d1-06cebe42ef71,facebook_id,fb_972769,0.85,facebook,False,
88,4757f76f-86cd-4539-83c5-36a0c9d15acc,email,rochaguilherme@example.com,1.0,email,True,2025-11-04 13:50:49.064089
89,4757f76f-86cd-4539-83c5-36a0c9d15acc,phone,(081) 1312 8399,0.95,whatsapp,True,2025-10-24 13:50:49.064090
90,4757f76f-86cd-4539-83c5-36a0c9d15acc,facebook_id,fb_479066,0.85,facebook,False,
91,2cf50922-edde-41f0-8e87-00ae877bbee3,email,icamara@example.net,1.0,email,True,2025-11-28 13:50:49.064093
92,2cf50922-edde-41f0-8e87-00ae877bbee3,phone,81 4681 8310,0.95,whatsapp,True,2025-09-19 13:50:49.064095
93,2cf50922-edde-41f0-8e87-00ae877bbee3,facebook_id,fb_102537,0.85,facebook,False,
94,8f7008a3-34ed-4cd0-b4ea-4dceff503b32,email,anna-liz95@example.net,1.0,email,True,2025-10-17 13:50:49.064099
95,8f7008a3-34ed-4cd0-b4ea-4dceff503b32,phone,+55 (041) 0919-4653,0.95,whatsapp,True,2025-10-09 13:50:49.064101
96,8f7008a3-34ed-4cd0-b4ea-4dceff503b32,facebook_id,fb_840363,0.85,facebook,False,
97,e74d2b48-9a75-4376-b101-da10b5eef5d4,email,soliveira@example.org,1.0,email,True,2025-12-05 13:50:49.064104
98,e74d2b48-9a75-4376-b101-da10b5eef5d4,phone,+55 (084) 1198-8555,0.95,whatsapp,True,2025-06-27 13:50:49.064106
99,e74d2b48-9a75-4376-b101-da10b5eef5d4,facebook_id,fb_209397,0.85,facebook,False,
100,05cc2312-25c0-4a02-b46e-b8296151342c,email,cavalcantebenjamim@example.org,1.0,email,True,2025-12-06 13:50:49.064112
101,05cc2312-25c0-4a02-b46e-b8296151342c,phone,+55 21 9891 2862,0.95,whatsapp,True,2025-08-30 13:50:49.064114
102,05cc2312-25c0-4a02-b46e-b8296151342c,facebook_id,fb_628498,0.85,facebook,False,
103,b3790edd-c7cf-447e-acbd-54914fe2e6f0,email,gfernandes@example.org,1.0,email,True,2025-10-24 13:50:49.064117
104,b3790edd-c7cf-447e-acbd-54914fe2e6f0,phone,51 7455 6595,0.95,whatsapp,True,2025-10-09 13:50:49.064119
105,b3790edd-c7cf-447e-acbd-54914fe2e6f0,facebook_id,fb_820055,0.85,facebook,False,
106,9cbadf12-84ad-4af6-90ed-0ec9222c9ad0,email,allana78@example.com,1.0,email,True,2025-11-22 13:50:49.064122
107,9cbadf12-84ad-4af6-90ed-0ec9222c9ad0,phone,(071) 7404 3264,0.95,whatsapp,True,2025-09-17 13:50:49.064124
108,9cbadf12-84ad-4af6-90ed-0ec9222c9ad0,facebook_id,fb_473637,0.85,facebook,False,
109,b6e4f47c-42f6-4638-9ae4-33c84787a48c,email,sanatalia@example.net,1.0,email,True,2025-11-30 13:50:49.064127
110,b6e4f47c-42f6-4638-9ae4-33c84787a48c,phone,+55 (061) 9339-3980,0.95,whatsapp,True,2025-09-30 13:50:49.064131
111,b6e4f47c-42f6-4638-9ae4-33c84787a48c,facebook_id,fb_474775,0.85,facebook,False,
112,3c3f1afd-28b9-4ee2-92aa-bd1856fba8a7,email,ada-luz@example.com,1.0,email,True,2025-08-17 13:50:49.064133
113,3c3f1afd-28b9-4ee2-92aa-bd1856fba8a7,phone,+55 21 5150-8297,0.95,whatsapp,True,2025-07-22 13:50:49.064139
114,3c3f1afd-28b9-4ee2-92aa-bd1856fba8a7,facebook_id,fb_574622,0.85,facebook,False,
115,ab846f7e-a7c9-4857-a8a8-d8f4f677937f,email,levi76@example.org,1.0,email,True,2025-11-02 13:50:49.064142
116,ab846f7e-a7c9-4857-a8a8-d8f4f677937f,phone,71 5552 9671,0.95,whatsapp,True,2025-08-09 13:50:49.064144
117,ab846f7e-a7c9-4857-a8a8-d8f4f677937f,facebook_id,fb_598734,0.85,facebook,False,
118,52ebee7d-461c-44f1-b468-f429028a89d7,email,saisis@example.net,1.0,email,True,2025-08-04 13:50:49.064146
119,52ebee7d-461c-44f1-b468-f429028a89d7,phone,+55 71 5158-0044,0.95,whatsapp,True,2025-10-18 13:50:49.064148
120,52ebee7d-461c-44f1-b468-f429028a89d7,facebook_id,fb_809708,0.85,facebook,False,
121,17d50bb4-cc42-4f46-b451-0d7b28cd2406,email,joaoribeiro@example.com,1.0,email,True,2025-09-20 13:50:49.064151
122,17d50bb4-cc42-4f46-b451-0d7b28cd2406,phone,+55 (061) 0201-2563,0.95,whatsapp,True,2025-09-10 13:50:49.064153
123,17d50bb4-cc42-4f46-b451-0d7b28cd2406,facebook_id,fb_338401,0.85,facebook,False,
124,ff1515e0-2425-4cb0-ab3b-20e26060fe9f,email,bernardo49@example.net,1.0,email,True,2025-08-11 13:50:49.064156
125,ff1515e0-2425-4cb0-ab3b-20e26060fe9f,phone,+55 21 2122-9431,0.95,whatsapp,True,2025-06-11 13:50:49.064161
126,ff1515e0-2425-4cb0-ab3b-20e26060fe9f,facebook_id,fb_266905,0.85,facebook,False,
127,fcdd628e-528f-47bf-8ee3-e8f1b510b1c2,email,yfogaca@example.org,1.0,email,True,2025-10-17 13:50:49.064167
128,fcdd628e-528f-47bf-8ee3-e8f1b510b1c2,phone,+55 (031) 5964 9767,0.95,whatsapp,True,2025-06-28 13:50:49.064169
129,fcdd628e-528f-47bf-8ee3-e8f1b510b1c2,facebook_id,fb_814480,0.85,facebook,False,
130,baf5ffe0-e44c-42d0-84ca-c6ee6f68cc70,email,limaalice@example.net,1.0,email,True,2025-09-26 13:50:49.064173
131,baf5ffe0-e44c-42d0-84ca-c6ee6f68cc70,phone,11 1600-1530,0.95,whatsapp,True,2025-08-21 13:50:49.064175
132,baf5ffe0-e44c-42d0-84ca-c6ee6f68cc70,facebook_id,fb_224829,0.85,facebook,False,
133,ca2eae0e-cdf6-42f4-b3d8-de3679768e52,email,cunhabenjamin@example.net,1.0,email,True,2025-06-18 13:50:49.064178
134,ca2eae0e-cdf6-42f4-b3d8-de3679768e52,phone,(051) 2479-7056,0.95,whatsapp,True,2025-09-18 13:50:49.064180
135,ca2eae0e-cdf6-42f4-b3d8-de3679768e52,facebook_id,fb_541156,0.85,facebook,False,
136,d4646780-ef0c-402a-bece-110937323756,email,fernandocassiano@example.org,1.0,email,True,2025-10-31 13:50:49.064259
137,d4646780-ef0c-402a-bece-110937323756,phone,(061) 1084 6067,0.95,whatsapp,True,2025-08-19 13:50:49.064264
138,d4646780-ef0c-402a-bece-110937323756,facebook_id,fb_263110,0.85,facebook,False,
139,eb0f8944-08c8-4438-b662-5869ff2c71e3,email,lorena94@example.net,1.0,email,True,2025-08-06 13:50:49.064266
140,eb0f8944-08c8-4438-b662-5869ff2c71e3,phone,+55 31 8699 4299,0.95,whatsapp,True,2025-06-23 13:50:49.064272
141,eb0f8944-08c8-4438-b662-5869ff2c71e3,facebook_id,fb_612181,0.85,facebook,False,
142,ea2f1b78-577e-4a56-9511-3f396e056917,email,fnunes@example.net,1.0,email,True,2025-06-19 13:50:49.064275
143,ea2f1b78-577e-4a56-9511-3f396e056917,phone,0900-455-2402,0.95,whatsapp,True,2025-09-19 13:50:49.064277
144,ea2f1b78-577e-4a56-9511-3f396e056917,facebook_id,fb_582598,0.85,facebook,False,
145,dd933d0a-c810-4952-a790-7dff328bad4f,email,vmoraes@example.com,1.0,email,True,2025-07-02 13:50:49.064283
146,dd933d0a-c810-4952-a790-7dff328bad4f,phone,+55 (021) 0610-4824,0.95,whatsapp,True,2025-07-07 13:50:49.064285
147,dd933d0a-c810-4952-a790-7dff328bad4f,facebook_id,fb_198161,0.85,facebook,False,
148,d85cfd15-a486-4eb5-9072-a647d746850a,email,jalves@example.net,1.0,email,True,2025-07-19 13:50:49.064288
149,d85cfd15-a486-4eb5-9072-a647d746850a,phone,0800-441-9192,0.95,whatsapp,True,2025-07-28 13:50:49.064289
150,d85cfd15-a486-4eb5-9072-a647d746850a,facebook_id,fb_886486,0.85,facebook,False,
151,6c6bdbc9-7d88-4329-9c64-4042ef90899f,email,martinsthiago@example.net,1.0,email,True,2025-10-06 13:50:49.064292
152,6c6bdbc9-7d88-4329-9c64-4042ef90899f,phone,+55 (081) 2606-5253,0.95,whatsapp,True,2025-09-12 13:50:49.064294
153,6c6bdbc9-7d88-4329-9c64-4042ef90899f,facebook_id,fb_543818,0.85,facebook,False,
154,bcd907be-03d7-47ff-a1ca-fb1cd0adae21,email,bernardomoura@example.com,1.0,email,True,2025-11-14 13:50:49.064300
155,bcd907be-03d7-47ff-a1ca-fb1cd0adae21,phone,31 3838 3094,0.95,whatsapp,True,2025-07-01 13:50:49.064302
156,bcd907be-03d7-47ff-a1ca-fb1cd0adae21,facebook_id,fb_686741,0.85,facebook,False,
157,606edd94-44b8-4c6d-9c1d-6d4633a2e53d,email,arthur-miguelfarias@example.net,1.0,email,True,2025-07-07 13:50:49.064305
158,606edd94-44b8-4c6d-9c1d-6d4633a2e53d,phone,41 5476 4978,0.95,whatsapp,True,2025-11-06 13:50:49.064307
159,606edd94-44b8-4c6d-9c1d-6d4633a2e53d,facebook_id,fb_987681,0.85,facebook,False,
160,df87b529-f140-47c5-a0a8-a20ad2df851e,email,marcelo94@example.com,1.0,email,True,2025-08-14 13:50:49.064310
161,df87b529-f140-47c5-a0a8-a20ad2df851e,phone,(021) 7198-4122,0.95,whatsapp,True,2025-08-16 13:50:49.064311
162,df87b529-f140-47c5-a0a8-a20ad2df851e,facebook_id,fb_198611,0.85,facebook,False,
163,4dd187e6-862d-4fdd-b671-848106e9cc58,email,ana-vitoriaguerra@example.com,1.0,email,True,2025-10-05 13:50:49.064314
164,4dd187e6-862d-4fdd-b671-848106e9cc58,phone,+55 81 5263-7800,0.95,whatsapp,True,2025-08-10 13:50:49.064316
165,4dd187e6-862d-4fdd-b671-848106e9cc58,facebook_id,fb_311059,0.85,facebook,False,
166,c5355be8-35a7-4f86-913e-9cb698fedb2c,email,maria-sophia02@example.org,1.0,email,True,2025-08-19 13:50:49.064324
167,c5355be8-35a7-4f86-913e-9cb698fedb2c,phone,(021) 2031-1299,0.95,whatsapp,True,2025-08-26 13:50:49.064326
168,c5355be8-35a7-4f86-913e-9cb698fedb2c,facebook_id,fb_133629,0.85,facebook,False,
169,00921b76-b3af-409c-80ad-d17fcd072f4f,email,claracostela@example.com,1.0,email,True,2025-12-04 13:50:49.064329
170,00921b76-b3af-409c-80ad-d17fcd072f4f,phone,+55 51 6082 6261,0.95,whatsapp,True,2025-08-20 13:50:49.064331
171,00921b76-b3af-409c-80ad-d17fcd072f4f,facebook_id,fb_953805,0.85,facebook,False,
172,fee1f188-ad03-4b99-b38b-c1fd1c5a074b,email,luanaduarte@example.com,1.0,email,True,2025-10-26 13:50:49.064334
173,fee1f188-ad03-4b99-b38b-c1fd1c5a074b,phone,+55 41 4981-7512,0.95,whatsapp,True,2025-09-04 13:50:49.064336
174,fee1f188-ad03-4b99-b38b-c1fd1c5a074b,facebook_id,fb_695183,0.85,facebook,False,
175,f8b8a537-d01e-45f4-863c-3d781539f42a,email,pda-luz@example.net,1.0,email,True,2025-07-08 13:50:49.064339
176,f8b8a537-d01e-45f4-863c-3d781539f42a,phone,(051) 3220-7458,0.95,whatsapp,True,2025-10-16 13:50:49.064341
177,f8b8a537-d01e-45f4-863c-3d781539f42a,facebook_id,fb_816540,0.85,facebook,False,
178,018b1eaa-52aa-4434-a4ae-6534fe7e3732,email,cpastor@example.net,1.0,email,True,2025-08-12 13:50:49.064344
179,018b1eaa-52aa-4434-a4ae-6534fe7e3732,phone,+55 (081) 1007 3968,0.95,whatsapp,True,2025-08-04 13:50:49.064349
180,018b1eaa-52aa-4434-a4ae-6534fe7e3732,facebook_id,fb_830524,0.85,facebook,False,
181,008faa8c-ba12-4639-a1c1-f12bbef5f925,email,caleb35@example.com,1.0,email,True,2025-10-28 13:50:49.064352
182,008faa8c-ba12-4639-a1c1-f12bbef5f925,phone,+55 (084) 3425-0324,0.95,whatsapp,True,2025-09-25 13:50:49.064354
183,008faa8c-ba12-4639-a1c1-f12bbef5f925,facebook_id,fb_710582,0.85,facebook,False,
184,06a754bd-f8ee-4bc4-9e77-14addcc4592c,email,larissaalbuquerque@example.org,1.0,email,True,2025-09-17 13:50:49.064357
185,06a754bd-f8ee-4bc4-9e77-14addcc4592c,phone,(084) 8603 3067,0.95,whatsapp,True,2025-08-14 13:50:49.064359
186,06a754bd-f8ee-4bc4-9e77-14addcc4592c,facebook_id,fb_978552,0.85,facebook,False,
187,8531fd0b-790d-4589-b3e4-2aa4c6204a76,email,asafe07@example.com,1.0,email,True,2025-09-26 13:50:49.064361
188,8531fd0b-790d-4589-b3e4-2aa4c6204a76,phone,(061) 4140 9858,0.95,whatsapp,True,2025-10-01 13:50:49.064367
189,8531fd0b-790d-4589-b3e4-2aa4c6204a76,facebook_id,fb_926551,0.85,facebook,False,
190,219435b9-d9d3-4db3-868d-e68193e43a7b,email,vianagabriel@example.net,1.0,email,True,2025-11-07 13:50:49.064369
191,219435b9-d9d3-4db3-868d-e68193e43a7b,phone,+55 (031) 5621 4612,0.95,whatsapp,True,2025-09-09 13:50:49.064372
192,219435b9-d9d3-4db3-868d-e68193e43a7b,facebook_id,fb_797134,0.85,facebook,False,
193,f2f3eeb2-51e3-4fe0-b777-a17552d723c5,email,castroisaac@example.net,1.0,email,True,2025-10-15 13:50:49.064378
194,f2f3eeb2-51e3-4fe0-b777-a17552d723c5,phone,+55 71 8583-4185,0.95,whatsapp,True,2025-07-03 13:50:49.064380
195,f2f3eeb2-51e3-4fe0-b777-a17552d723c5,facebook_id,fb_449444,0.85,facebook,False,
196,36f2977d-aff1-48c0-b2c0-d00cdcb99a75,email,gabriel12@example.com,1.0,email,True,2025-09-02 13:50:49.064382
197,36f2977d-aff1-48c0-b2c0-d00cdcb99a75,phone,(061) 9379 5617,0.95,whatsapp,True,2025-08-28 13:50:49.064384
198,36f2977d-aff1-48c0-b2c0-d00cdcb99a75,facebook_id,fb_755450,0.85,facebook,False,
199,04f0aa33-4293-428c-a4ce-75e097e1c881,email,lunna97@example.net,1.0,email,True,2025-11-29 13:50:49.064387
200,04f0aa33-4293-428c-a4ce-75e097e1c881,phone,(071) 3564 4729,0.95,whatsapp,True,2025-07-26 13:50:49.064389
201,04f0aa33-4293-428c-a4ce-75e097e1c881,facebook_id,fb_920779,0.85,facebook,False,
202,2fdec865-1360-43f4-bfea-da4f797adc74,email,lucca18@example.net,1.0,email,True,2025-08-25 13:50:49.064392
203,2fdec865-1360-43f4-bfea-da4f797adc74,phone,+55 (081) 3097 8796,0.95,whatsapp,True,2025-11-26 13:50:49.064394
204,2fdec865-1360-43f4-bfea-da4f797adc74,facebook_id,fb_507117,0.85,facebook,False,
205,7dd023a2-ebdc-4c20-aeb4-33c8b99a5997,email,esthergoncalves@example.org,1.0,email,True,2025-09-20 13:50:49.064397
206,7dd023a2-ebdc-4c20-aeb4-33c8b99a5997,phone,+55 11 7180 2787,0.95,whatsapp,True,2025-07-30 13:50:49.064402
207,7dd023a2-ebdc-4c20-aeb4-33c8b99a5997,facebook_id,fb_664553,0.85,facebook,False,
208,a08e9b51-23b0-461c-8da8-1d93d0d62468,email,rebecavasconcelos@example.org,1.0,email,True,2025-07-08 13:50:49.064405
209,a08e9b51-23b0-461c-8da8-1d93d0d62468,phone,(011) 0350-6420,0.95,whatsapp,True,2025-07-13 13:50:49.064407
210,a08e9b51-23b0-461c-8da8-1d93d0d62468,facebook_id,fb_824705,0.85,facebook,False,
211,b6e02747-f812-4782-a5e3-e563e170e3f9,email,guerraliz@example.com,1.0,email,True,2025-10-03 13:50:49.064410
212,b6e02747-f812-4782-a5e3-e563e170e3f9,phone,(051) 8376 3467,0.95,whatsapp,True,2025-12-06 13:50:49.064412
213,b6e02747-f812-4782-a5e3-e563e170e3f9,facebook_id,fb_410942,0.85,facebook,False,
214,5960a867-6fec-4401-ac81-77e7537e027c,email,sarah55@example.net,1.0,email,True,2025-06-27 13:50:49.064414
215,5960a867-6fec-4401-ac81-77e7537e027c,phone,+55 81 3878-4677,0.95,whatsapp,True,2025-11-18 13:50:49.064416
216,5960a867-6fec-4401-ac81-77e7537e027c,facebook_id,fb_677454,0.85,facebook,False,
217,e3592f4d-888b-4b31-b49f-93f2fba342dd,email,souzalais@example.com,1.0,email,True,2025-07-17 13:50:49.064419
218,e3592f4d-888b-4b31-b49f-93f2fba342dd,phone,41 0219 9475,0.95,whatsapp,True,2025-09-05 13:50:49.064421
219,e3592f4d-888b-4b31-b49f-93f2fba342dd,facebook_id,fb_539628,0.85,facebook,False,
220,1bd7ad4b-aef6-4932-8534-1418ea2873b9,email,antonellaaparecida@example.com,1.0,email,True,2025-11-15 13:50:49.064427
221,1bd7ad4b-aef6-4932-8534-1418ea2873b9,phone,+55 (011) 2132 7067,0.95,whatsapp,True,2025-09-23 13:50:49.064429
