id,tenant_id,client_id,email,phone,whatsapp_number,name,facebook_id,instagram_id,google_id,linkedin_id,tiktok_id,preferred_channel,communication_frequency,best_contact_time,current_stage,last_channel,last_interaction,total_touchpoints,channel_mix,lifetime_value,avg_order_value,purchase_count,tags,segments,cart_items,cart_value
367ded8c-91a1-4135-aba5-2d71fcf5b950,226,226,asafe51@example.org,(011) 1957-9384,+55 (071) 9421 7105,Luiza Cardoso,fb_412758,ig_867308,google_292779,li_993160,tt_388423,phone,medium,evening,awareness,instagram,2025-11-23 13:50:48.812501,32,"{""email"": 0.20513453847755708, ""whatsapp"": 0.24995848232324272, ""instagram"": 0.2569090208649379, ""website"": 0.3732002737055284}",7857.44,383.69,3,['Novo'],"['At Risk', 'High Value']",[],393.21
1144bf0c-da8d-4b1b-8248-b91a4c6afefc,226,226,hellena51@example.com,(084) 7555 0173,+55 81 0007-3891,Maitê Borges,fb_760471,ig_135773,google_821484,li_919198,tt_194191,phone,high,morning,consideration,instagram,2025-12-06 13:50:48.812646,22,"{""email"": 0.2703350504987339, ""whatsapp"": 0.13851713384926398, ""instagram"": 0.20115864431416897, ""website"": 0.32100370945623974}",1197.06,815.31,17,['Em Risco'],"['High Value', 'High Value']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",135.62
ac5b4982-2fd6-459a-bcb6-42fcd1cbd814,226,226,erickguerra@example.net,(071) 7604 8069,+55 (071) 6155 5104,Sra. Fernanda Fonseca,fb_939664,ig_749230,google_511461,li_360965,tt_222655,phone,low,evening,retention,website,2025-12-08 13:50:48.812793,8,"{""email"": 0.25701128991143096, ""whatsapp"": 0.21756644136582304, ""instagram"": 0.32845214430820135, ""website"": 0.3602318778821848}",7309.83,387.04,10,['Em Risco'],['Active'],"[{""product_id"": 0, ""quantity"": 1}]",40.72
8951ec6b-1bc3-4d9c-9546-74c80a367390,226,226,anna-liz85@example.net,(011) 1203-4783,+55 (031) 4476 1234,João Gabriel Barros,fb_665840,ig_125305,google_814051,,tt_906297,whatsapp,high,evening,awareness,whatsapp,2025-11-22 13:50:48.812916,28,"{""email"": 0.383067710430574, ""whatsapp"": 0.20879763298434456, ""instagram"": 0.22986803901864988, ""website"": 0.389703929839583}",6469.25,724.04,1,"['Novo', 'VIP', 'Engajado']","['At Risk', 'Active']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 2}]",141.24
5077e927-4ea9-427e-a047-df89949a668d,226,226,antony52@example.net,(041) 5328-5683,(031) 8712 0135,Liam Jesus,fb_558573,ig_843748,google_729473,,,whatsapp,medium,evening,retention,whatsapp,2025-12-02 13:50:48.813049,8,"{""email"": 0.3865081178991101, ""whatsapp"": 0.22098028061606528, ""instagram"": 0.24368455007669482, ""website"": 0.25272942163050804}",696.32,917.09,2,"['Novo', 'VIP']","['High Value', 'Active']",[],489.52
60566ea1-f6f4-4611-90ce-4c3a7c574a24,226,226,zpastor@example.com,0800-218-9764,21 4138-4861,Lorenzo Lopes,fb_850401,ig_223191,google_728605,li_197157,tt_858000,instagram,low,morning,awareness,whatsapp,2025-11-17 13:50:48.813188,14,"{""email"": 0.3621513745036686, ""whatsapp"": 0.17571446314492817, ""instagram"": 0.16924970199955366, ""website"": 0.3074227724606947}",5758.68,604.79,11,['Novo'],['Active'],[],55.72
1dc1de97-d46d-4dd4-aff0-45a358b33607,226,226,ycassiano@example.org,(021) 5172-1179,+55 (071) 4253-2658,Luiz Miguel Porto,fb_788073,ig_522867,google_133919,,tt_816957,whatsapp,low,morning,decision,whatsapp,2025-11-19 13:50:48.813314,35,"{""email"": 0.33562411070914633, ""whatsapp"": 0.19520975869507645, ""instagram"": 0.34039459269141675, ""website"": 0.27267169313306827}",3145.9,532.22,2,"['Engajado', 'Engajado', 'VIP']","['High Value', 'At Risk']","[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 3}]",286.15
fcab9c62-5bc0-4ece-b641-ca42463379c4,226,226,carvalhoclarice@example.org,31 5558 4235,+55 (071) 4384-8368,Eloá Leão,fb_864616,ig_355727,google_704586,,tt_609521,phone,medium,morning,retention,whatsapp,2025-12-01 13:50:48.813424,25,"{""email"": 0.3406246017797949, ""whatsapp"": 0.21524360384930208, ""instagram"": 0.3345698177855849, ""website"": 0.2726604167105096}",9774.12,224.08,13,['Em Risco'],['Active'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}]",453.61
a44bf349-d1c1-46d1-9423-2e794054f14d,226,226,dom17@example.org,61 3266-6162,0500-372-4221,Pedro Lucas Machado,fb_106226,ig_326578,google_507121,li_150770,tt_952073,email,medium,morning,awareness,website,2025-11-26 13:50:48.813519,20,"{""email"": 0.28679454301183677, ""whatsapp"": 0.10167273636306014, ""instagram"": 0.15880335886667027, ""website"": 0.3461868070526448}",8927.44,178.96,14,"['VIP', 'VIP']",['Active'],[],296.18
8b9cb984-f7a6-4092-966b-452543f53453,226,226,da-luzjosue@example.net,(011) 8429-4263,(061) 0176 6554,Luiz Felipe Rezende,fb_272919,ig_161553,google_944621,li_770139,,instagram,low,morning,decision,instagram,2025-12-03 13:50:48.813616,49,"{""email"": 0.2400061976423749, ""whatsapp"": 0.2885515488089144, ""instagram"": 0.30139522607777625, ""website"": 0.3136847398690744}",7113.08,430.0,4,"['Engajado', 'Novo', 'VIP']",['Lost'],[],66.52
0ec502de-fdc6-4364-936c-fbccebb8ca44,226,226,snovaes@example.org,(081) 1062 8437,0500 266 4841,Sra. Lorena Sales,fb_585981,ig_465761,google_954303,li_409619,tt_370311,instagram,high,evening,consideration,email,2025-11-28 13:50:48.813735,23,"{""email"": 0.3494333230805946, ""whatsapp"": 0.29252886117245985, ""instagram"": 0.2063031773172107, ""website"": 0.2570626585568918}",3629.09,562.42,4,"['VIP', 'VIP', 'Novo']","['At Risk', 'Active']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}]",199.07
93d8df7b-911a-4a24-ab62-4e6028ecd0d7,226,226,ana-julia26@example.net,(061) 7173 6452,+55 (031) 6303 0825,Laís Novaes,fb_525873,ig_264521,google_276028,li_819143,tt_229339,phone,high,afternoon,awareness,instagram,2025-11-16 13:50:48.813877,31,"{""email"": 0.27597723456035794, ""whatsapp"": 0.14694674904571095, ""instagram"": 0.3123235291367602, ""website"": 0.22050978513190161}",4489.99,225.59,18,"['VIP', 'Novo']",['At Risk'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 2}]",450.9
79015ff4-e2d7-4b12-8d25-bf7381d13b80,226,226,samateus@example.net,+55 (061) 9949-5649,+55 51 1491 4597,Henry Gabriel Duarte,fb_525831,ig_116814,google_237449,,tt_165942,instagram,high,afternoon,awareness,email,2025-11-27 13:50:48.814012,17,"{""email"": 0.33617905080969335, ""whatsapp"": 0.1135703093427704, ""instagram"": 0.19607989293246078, ""website"": 0.34516714011849225}",9535.71,480.84,4,"['Novo', 'VIP']","['Lost', 'High Value']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 1}]",127.83
ae129e04-36b4-4a7a-ba45-6079d3781943,226,226,nsa@example.com,+55 (031) 7559 5208,+55 31 4790-4984,Levi Rocha,fb_178699,ig_319350,google_357210,li_422532,tt_378237,email,high,afternoon,decision,instagram,2025-12-02 13:50:48.814115,11,"{""email"": 0.3360018816763915, ""whatsapp"": 0.1639747942900607, ""instagram"": 0.33779381660746627, ""website"": 0.38358018020918705}",6043.48,387.39,15,['VIP'],"['Lost', 'At Risk']","[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 2}]",165.05
fc6cd42e-7196-4bd7-8b2e-82122a257c1d,226,226,benjamim29@example.net,51 5728 1538,+55 84 5300 9463,Dr. Theo da Costa,fb_229032,ig_680626,google_346469,,tt_736772,phone,medium,evening,retention,website,2025-11-21 13:50:48.814243,5,"{""email"": 0.27485106391707775, ""whatsapp"": 0.1937414840596557, ""instagram"": 0.30439934758206516, ""website"": 0.39411383307410386}",9941.29,724.66,16,"['VIP', 'Em Risco', 'Engajado']",['High Value'],"[{""product_id"": 0, ""quantity"": 1}]",12.77
43c18b6e-c318-4e5b-9bef-c64518ea8609,226,226,pintoheloisa@example.net,(061) 2219-1646,+55 (021) 6081-2368,Maria Eduarda Cardoso,fb_477362,ig_553495,google_612616,,,whatsapp,high,evening,retention,whatsapp,2025-11-13 13:50:48.814345,48,"{""email"": 0.22665228427996234, ""whatsapp"": 0.21310448199255982, ""instagram"": 0.3221221959663518, ""website"": 0.2578191641853396}",879.22,881.72,5,"['Engajado', 'Engajado']","['Lost', 'Lost']","[{""product_id"": 0, ""quantity"": 2}]",82.67
fe10967e-1718-4edc-88a8-ababd828b233,226,226,joaoda-conceicao@example.com,+55 61 5736-4309,41 4256-8934,Luiz Gustavo Gonçalves,fb_596393,ig_348257,google_752161,li_267199,,instagram,high,morning,awareness,whatsapp,2025-12-01 13:50:48.814422,48,"{""email"": 0.2364721775378154, ""whatsapp"": 0.21504632993626702, ""instagram"": 0.2002724374662933, ""website"": 0.3983150616290167}",1119.96,655.16,8,['Em Risco'],"['Active', 'Active']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}]",35.3
6ff6e731-e40d-4480-9821-8c4c5ff41471,226,226,vitor-gabrielda-cunha@example.net,(081) 9205-4503,+55 (081) 1064 4656,Aylla Monteiro,fb_719697,ig_650786,google_256605,li_109534,tt_606746,instagram,medium,morning,decision,instagram,2025-11-16 13:50:48.814517,26,"{""email"": 0.2253675459276127, ""whatsapp"": 0.17780080446240148, ""instagram"": 0.3329677491277171, ""website"": 0.28851311404050506}",4645.97,720.75,20,['Engajado'],['High Value'],[],1.89
3d656a0b-1434-49c0-a5d1-06cebe42ef71,226,226,valentina35@example.com,+55 61 3717-2064,(021) 8950 4301,Evelyn Cavalcanti,fb_972769,ig_512454,google_926909,,,whatsapp,low,afternoon,consideration,whatsapp,2025-11-23 13:50:48.814638,33,"{""email"": 0.29348788330981457, ""whatsapp"": 0.14366878599487548, ""instagram"": 0.3378466890386227, ""website"": 0.28283349407718006}",7396.78,729.86,2,"['Novo', 'Em Risco']","['High Value', 'Lost']",[],103.67
4757f76f-86cd-4539-83c5-36a0c9d15acc,226,226,rochaguilherme@example.com,(081) 1312 8399,+55 (051) 6011-9168,João Vitor Cassiano,fb_479066,ig_154903,google_349603,,,instagram,low,evening,decision,whatsapp,2025-11-18 13:50:48.814752,23,"{""email"": 0.21696286905992945, ""whatsapp"": 0.26481831675409306, ""instagram"": 0.2780626363648724, ""website"": 0.35821708099254884}",3326.36,148.28,16,"['VIP', 'Novo']","['At Risk', 'Active']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 2}, {""product_id"": 2, ""quantity"": 1}]",185.63
2cf50922-edde-41f0-8e87-00ae877bbee3,226,226,icamara@example.net,81 4681 8310,(061) 6110 1807,Davi Lucca Dias,fb_102537,ig_982751,google_550573,li_114463,tt_357016,phone,low,evening,decision,website,2025-11-10 13:50:48.814859,21,"{""email"": 0.3891728526527033, ""whatsapp"": 0.24578570138063097, ""instagram"": 0.20654490079533544, ""website"": 0.28956333140621454}",3493.08,537.13,19,['VIP'],['Lost'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}]",128.84
8f7008a3-34ed-4cd0-b4ea-4dceff503b32,226,226,anna-liz95@example.net,+55 (041) 0919-4653,11 0253 8297,Renan Freitas,fb_840363,ig_630669,google_548003,,tt_430295,instagram,low,afternoon,consideration,whatsapp,2025-11-12 13:50:48.814969,31,"{""email"": 0.3550155101305147, ""whatsapp"": 0.18730372085660524, ""instagram"": 0.19329564888411607, ""website"": 0.22635761461451884}",2613.1,631.43,13,['Engajado'],['Active'],[],330.27
e74d2b48-9a75-4376-b101-da10b5eef5d4,226,226,soliveira@example.org,+55 (084) 1198-8555,(081) 2265 2359,Mariah Câmara,fb_209397,ig_445552,google_745836,,tt_339052,instagram,low,morning,awareness,whatsapp,2025-11-17 13:50:48.815056,33,"{""email"": 0.2873874764760025, ""whatsapp"": 0.23980235902623867, ""instagram"": 0.3338412536318267, ""website"": 0.23266981115560334}",9141.38,834.96,17,"['Em Risco', 'Novo', 'Em Risco']",['Active'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 3}]",230.55
05cc2312-25c0-4a02-b46e-b8296151342c,226,226,cavalcantebenjamim@example.org,+55 21 9891 2862,0500 738 7376,Maria Julia Gomes,fb_628498,ig_829896,google_615579,,tt_625532,whatsapp,low,morning,retention,website,2025-12-07 13:50:48.815134,26,"{""email"": 0.3314528965155118, ""whatsapp"": 0.29450622476312527, ""instagram"": 0.20802461962013322, ""website"": 0.27758656817995986}",970.02,727.78,7,"['Em Risco', 'Em Risco', 'Novo']","['Lost', 'At Risk']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 2}]",257.66
b3790edd-c7cf-447e-acbd-54914fe2e6f0,226,226,gfernandes@example.org,51 7455 6595,0900 398 9598,Rafaela Rodrigues,fb_820055,ig_565381,google_753820,,tt_505610,whatsapp,high,evening,consideration,email,2025-11-11 13:50:48.815246,44,"{""email"": 0.37161601173628683, ""whatsapp"": 0.18895480506742787, ""instagram"": 0.19026612251247682, ""website"": 0.3607969911684546}",981.61,588.7,19,['Novo'],['Lost'],"[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 1}]",209.35
9cbadf12-84ad-4af6-90ed-0ec9222c9ad0,226,226,allana78@example.com,(071) 7404 3264,+55 (081) 3869-1331,Dra. Anna Liz Silva,fb_473637,ig_434134,google_868034,,tt_391276,instagram,medium,evening,retention,instagram,2025-11-28 13:50:48.815358,27,"{""email"": 0.3776934973799176, ""whatsapp"": 0.17041301295142783, ""instagram"": 0.34823960954854294, ""website"": 0.2344295788627352}",4967.47,347.14,1,['Novo'],"['At Risk', 'Lost']","[{""product_id"": 0, ""quantity"": 2}]",341.65
b6e4f47c-42f6-4638-9ae4-33c84787a48c,226,226,sanatalia@example.net,+55 (061) 9339-3980,(084) 7740 6047,Pietra Almeida,fb_474775,ig_174754,google_534868,,,email,low,morning,decision,instagram,2025-11-30 13:50:48.815470,9,"{""email"": 0.35396804587884567, ""whatsapp"": 0.21774568350854862, ""instagram"": 0.24446188648485145, ""website"": 0.25922122002383813}",1865.34,863.23,7,['Novo'],"['High Value', 'Active']","[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 1}]",365.09
3c3f1afd-28b9-4ee2-92aa-bd1856fba8a7,226,226,ada-luz@example.com,+55 21 5150-8297,11 0638-0439,Alexandre da Mota,fb_574622,ig_120845,google_357058,,,instagram,medium,morning,consideration,website,2025-12-07 13:50:48.815568,16,"{""email"": 0.20904443233804942, ""whatsapp"": 0.23873730202434143, ""instagram"": 0.2962644026406278, ""website"": 0.3081114688686483}",7490.9,301.0,20,"['VIP', 'Engajado']","['High Value', 'Lost']",[],411.84
ab846f7e-a7c9-4857-a8a8-d8f4f677937f,226,226,levi76@example.org,71 5552 9671,84 7472 6841,Pedro Henrique Almeida,fb_598734,ig_725346,google_608340,li_961163,tt_610634,whatsapp,medium,afternoon,consideration,instagram,2025-12-05 13:50:48.815635,18,"{""email"": 0.27251570878809783, ""whatsapp"": 0.22187857817158368, ""instagram"": 0.2553253531652428, ""website"": 0.25976482230093056}",9186.54,517.63,12,"['Novo', 'Em Risco']",['At Risk'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 3}, {""product_id"": 2, ""quantity"": 1}]",286.52
52ebee7d-461c-44f1-b468-f429028a89d7,226,226,saisis@example.net,+55 71 5158-0044,(031) 7464 6094,Ana Luiza Gonçalves,fb_809708,ig_119753,google_453141,li_758439,tt_147350,whatsapp,high,afternoon,awareness,whatsapp,2025-11-16 13:50:48.815709,44,"{""email"": 0.2501949314329995, ""whatsapp"": 0.12942777522008658, ""instagram"": 0.3243825894724461, ""website"": 0.37132268852635486}",8113.59,972.5,12,"['Engajado', 'Em Risco', 'Em Risco']",['Lost'],"[{""product_id"": 0, ""quantity"": 2}]",76.78
17d50bb4-cc42-4f46-b451-0d7b28cd2406,226,226,joaoribeiro@example.com,+55 (061) 0201-2563,+55 61 8929-9361,Raul Garcia,fb_338401,ig_201050,google_690894,li_797290,tt_399581,phone,medium,afternoon,decision,email,2025-11-17 13:50:48.815902,24,"{""email"": 0.21333873795492247, ""whatsapp"": 0.2798708102484952, ""instagram"": 0.2975628156472814, ""website"": 0.3986859633163414}",7023.99,749.47,7,['Engajado'],"['Lost', 'At Risk']",[],285.28
ff1515e0-2425-4cb0-ab3b-20e26060fe9f,226,226,bernardo49@example.net,+55 21 2122-9431,0500 221 0673,Dr. Yuri Azevedo,fb_266905,ig_356578,google_778117,li_276491,tt_550219,email,high,evening,decision,website,2025-11-16 13:50:48.816013,44,"{""email"": 0.35134880137436225, ""whatsapp"": 0.13314926990754397, ""instagram"": 0.23399800038135593, ""website"": 0.29611311151465114}",9316.87,288.81,15,['VIP'],"['Lost', 'Active']","[{""product_id"": 0, ""quantity"": 3}]",483.3
fcdd628e-528f-47bf-8ee3-e8f1b510b1c2,226,226,yfogaca@example.org,+55 (031) 5964 9767,41 4041 5788,Melina Camargo,fb_814480,ig_190651,google_489577,,tt_937003,email,medium,evening,consideration,instagram,2025-11-14 13:50:48.816147,14,"{""email"": 0.3772707974634838, ""whatsapp"": 0.26466573977740676, ""instagram"": 0.31434046080691475, ""website"": 0.3126252849584956}",4436.03,593.88,1,"['Engajado', 'Engajado']",['Lost'],"[{""product_id"": 0, ""quantity"": 1}]",326.88
baf5ffe0-e44c-42d0-84ca-c6ee6f68cc70,226,226,limaalice@example.net,11 1600-1530,+55 (081) 1301-6449,Srta. Carolina Rios,fb_224829,ig_572184,google_755017,li_707410,,whatsapp,low,morning,retention,email,2025-12-07 13:50:48.816232,50,"{""email"": 0.3625102785178662, ""whatsapp"": 0.2525820523179975, ""instagram"": 0.23568265634232521, ""website"": 0.3647844124924134}",8792.75,743.02,15,['Em Risco'],"['Lost', 'At Risk']","[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 3}]",395.53
ca2eae0e-cdf6-42f4-b3d8-de3679768e52,226,226,cunhabenjamin@example.net,(051) 2479-7056,0500 472 8432,Marina da Cruz,fb_541156,ig_620512,google_429211,,tt_181153,email,medium,evening,consideration,website,2025-11-22 13:50:48.816327,9,"{""email"": 0.2705484726774477, ""whatsapp"": 0.11296039271415113, ""instagram"": 0.24882250070948622, ""website"": 0.21161562734518402}",6019.79,432.63,20,"['Novo', 'Engajado', 'Novo']",['At Risk'],"[{""product_id"": 0, ""quantity"": 2}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 3}]",11.43
d4646780-ef0c-402a-bece-110937323756,226,226,fernandocassiano@example.org,(061) 1084 6067,+55 (084) 1510 6289,Sr. Mateus Ramos,fb_263110,ig_117714,google_818534,,,whatsapp,high,afternoon,awareness,whatsapp,2025-12-05 13:50:48.816446,45,"{""email"": 0.3572702536998691, ""whatsapp"": 0.22052544806578353, ""instagram"": 0.27640696741599524, ""website"": 0.2667479272756394}",1338.05,890.64,18,['Engajado'],"['High Value', 'Active']",[],324.43
eb0f8944-08c8-4438-b662-5869ff2c71e3,226,226,lorena94@example.net,+55 31 8699 4299,+55 (081) 6021-5024,Gael Pinto,fb_612181,ig_107384,google_521307,,tt_724941,email,low,morning,retention,whatsapp,2025-12-01 13:50:48.816542,35,"{""email"": 0.35586715362479476, ""whatsapp"": 0.2178959407729461, ""instagram"": 0.17879570482316942, ""website"": 0.3106558510760894}",8987.92,301.51,17,"['Novo', 'Em Risco', 'Novo']",['Active'],"[{""product_id"": 0, ""quantity"": 1}, {""product_id"": 1, ""quantity"": 2}]",245.41
ea2f1b78-577e-4a56-9511-3f396e056917,226,226,fnunes@example.net,0900-455-2402,84 5666-5699,Benício Rodrigues,fb_582598,ig_635856,google_744018,,tt_865047,whatsapp,low,afternoon,decision,website,2025-12-08 13:50:48.816634,36,"{""email"": 0.28845183735508567, ""whatsapp"": 0.24794701501959757, ""instagram"": 0.3031884315174944, ""website"": 0.3679728683909657}",6752.9,891.87,4,"['Em Risco', 'Em Risco']",['At Risk'],"[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 1}, {""product_id"": 2, ""quantity"": 2}]",63.49
dd933d0a-c810-4952-a790-7dff328bad4f,226,226,vmoraes@example.com,+55 (021) 0610-4824,+55 (051) 8447-3758,Hadassa Nascimento,fb_198161,ig_650290,google_601681,li_808315,tt_333458,instagram,high,afternoon,decision,email,2025-11-29 13:50:48.816724,28,"{""email"": 0.3963711179928494, ""whatsapp"": 0.20747898252194608, ""instagram"": 0.17093412573912525, ""website"": 0.2152699817886402}",1106.97,898.99,2,"['VIP', 'Engajado', 'Engajado']","['High Value', 'Active']","[{""product_id"": 0, ""quantity"": 3}, {""product_id"": 1, ""quantity"": 2}, {""product_id"": 2, ""quantity"": 1}]",162.15
